id_image,id_wisata,url_image
246,246,https://storage.googleapis.com/tenan-bucket/images/Curug%20Tilu%20Leuwi%20Opat.jpg
247,247,https://storage.googleapis.com/tenan-bucket/images/Kiara%20Artha%20Park.jpg
248,248,https://storage.googleapis.com/tenan-bucket/images/NuArt%20Sculpture%20Park.jpg
249,249,https://storage.googleapis.com/tenan-bucket/images/Upside%20Down%20World%20Bandung.jpg
250,250,https://storage.googleapis.com/tenan-bucket/images/Pesona%20Nirwana%20Waterpark%20&%20Cottages.jpg
251,251,https://storage.googleapis.com/tenan-bucket/images/Taman%20Lansia.jpg
252,252,https://storage.googleapis.com/tenan-bucket/images/Kampoeng%20Tulip.jpg
253,253,https://storage.googleapis.com/tenan-bucket/images/Selasar%20Sunaryo%20Art%20Space.jpg
254,254,https://storage.googleapis.com/tenan-bucket/images/Teras%20Cikapundung%20BBWS.jpg
255,255,https://storage.googleapis.com/tenan-bucket/images/Museum%20Barli.jpg
256,256,https://storage.googleapis.com/tenan-bucket/images/Wisata%20Batu%20Kuda.jpg
257,257,https://storage.googleapis.com/tenan-bucket/images/Monumen%20Bandung%20Lautan%20Api.jpg
258,258,https://storage.googleapis.com/tenan-bucket/images/Museum%20Gedung%20Sate.jpg
259,259,https://storage.googleapis.com/tenan-bucket/images/Monumen%20Perjuangan%20Rakyat%20Jawa%20Barat.jpg
260,260,https://storage.googleapis.com/tenan-bucket/images/Museum%20Pos%20Indonesia.jpg
261,261,https://storage.googleapis.com/tenan-bucket/images/Ciwangun%20Indah%20Camp%20Official.jpg
262,262,https://storage.googleapis.com/tenan-bucket/images/Wot%20Batu.jpg
263,263,https://storage.googleapis.com/tenan-bucket/images/Curug%20Batu%20Templek.jpg
264,264,https://storage.googleapis.com/tenan-bucket/images/Gereja%20Katedral%20Santo%20Petrus%20Bandung.jpg
265,265,https://storage.googleapis.com/tenan-bucket/images/Museum%20Mandala%20Wangsit%20Siliwangi.jpg
266,266,https://storage.googleapis.com/tenan-bucket/images/Caringin%20Tilu.jpg
267,267,https://storage.googleapis.com/tenan-bucket/images/Panama%20Park%20825.jpg
268,268,https://storage.googleapis.com/tenan-bucket/images/Sudut%20Pandang%20Bandung.jpg
269,269,https://storage.googleapis.com/tenan-bucket/images/Bumi%20Perkemahan%20Batu%20Kuda.jpg
270,270,https://storage.googleapis.com/tenan-bucket/images/Bukit%20Bintang.jpg
271,271,https://storage.googleapis.com/tenan-bucket/images/Taman%20Vanda.jpg
272,272,https://storage.googleapis.com/tenan-bucket/images/Taman%20Budaya%20Jawa%20Barat.jpg
273,273,https://storage.googleapis.com/tenan-bucket/images/Curug%20Bugbrug.jpg
274,274,https://storage.googleapis.com/tenan-bucket/images/Babakan%20Siliwangi%20City%20Forest%20Path%20Bandung.jpg
275,275,https://storage.googleapis.com/tenan-bucket/images/Curug%20Cipanas.jpg
276,276,https://storage.googleapis.com/tenan-bucket/images/Taman%20Jomblo.jpg
277,277,https://storage.googleapis.com/tenan-bucket/images/Peta%20Park.jpg
278,278,https://storage.googleapis.com/tenan-bucket/images/Masjid%20Daarut%20Tauhiid%20Bandung.jpg
279,279,https://storage.googleapis.com/tenan-bucket/images/Masjid%20Agung%20Trans%20Studio%20Bandung.jpg
280,280,https://storage.googleapis.com/tenan-bucket/images/Gereja%20Tiberias%20Indonesia%20Bandung.jpg
281,281,https://storage.googleapis.com/tenan-bucket/images/Tektona%20Waterpark.jpg
282,282,https://storage.googleapis.com/tenan-bucket/images/Curug%20Cilengkrang.jpg
283,283,https://storage.googleapis.com/tenan-bucket/images/Jembatan%20Pasupati.jpg
284,284,https://storage.googleapis.com/tenan-bucket/images/Pasar%20Baru.jpg
285,285,https://storage.googleapis.com/tenan-bucket/images/Taman%20Sejarah%20Bandung.jpg
286,286,https://storage.googleapis.com/tenan-bucket/images/Roemah%20Seni%20Sarasvati.jpg
287,287,https://storage.googleapis.com/tenan-bucket/images/Puspa%20Iptek%20Sundial.jpg
288,288,https://storage.googleapis.com/tenan-bucket/images/Masjid%20Salman%20ITB.jpg
289,289,https://storage.googleapis.com/tenan-bucket/images/Curug%20Aseupan.jpg
290,290,https://storage.googleapis.com/tenan-bucket/images/Museum%20Pendidikan%20Nasional.jpg
291,291,https://storage.googleapis.com/tenan-bucket/images/Water%20Park%20Bandung%20Indah.jpg
292,292,https://storage.googleapis.com/tenan-bucket/images/Curug%20Anom.jpg
293,293,https://storage.googleapis.com/tenan-bucket/images/Taman%20Badak.jpg
294,294,https://storage.googleapis.com/tenan-bucket/images/Taman%20Film.jpg
295,295,https://storage.googleapis.com/tenan-bucket/images/Museum%20Nike%20Ardilla.jpg
296,296,https://storage.googleapis.com/tenan-bucket/images/Batununggal%20Indah%20Club.jpg
297,297,https://storage.googleapis.com/tenan-bucket/images/Mountain%20View%20Golf%20Club.jpg
298,298,https://storage.googleapis.com/tenan-bucket/images/Gunung%20Lalakon.jpg
299,299,https://storage.googleapis.com/tenan-bucket/images/Sendang%20Geulis%20Kahuripan.jpg
300,300,https://storage.googleapis.com/tenan-bucket/images/Sanghyang%20Heuleut.jpg
